uid,date,temperature,pressure,cloud,weather,wind_dir,wind_spd
09387,2012-09-10,15,744,suncl,,З,2
09387,2012-09-11,24,744,sun,,СЗ,2
09387,2012-09-12,22,743,sunc,,З,1
09387,2012-09-13,24,739,sunc,,З,2
09387,2012-09-14,24,734,sunc,,СЗ,1
09387,2012-09-15,20,734,sun,,З,1
09387,2012-09-16,23,733,sunc,,СВ,4
09387,2012-09-17,8,739,dull,,ЮВ,1
09387,2012-09-18,13,737,suncl,,В,1
09387,2012-09-19,7,737,dull,,СВ,2
09387,2012-09-20,7,738,suncl,,СВ,3
09387,2012-09-21,7,741,suncl,rain,С,1
09387,2012-09-22,9,742,dull,,В,3
09387,2012-09-23,13,737,sunc,,СВ,2
09387,2012-09-24,5,729,dull,rain,СЗ,2
09387,2012-09-25,7,732,dull,rain,З,2
09387,2012-09-26,6,742,dull,,ЮЗ,2
09387,2012-09-27,5,739,dull,,Ю,1
09387,2012-09-28,13,733,suncl,,СЗ,1
09387,2012-09-29,11,735,suncl,,З,1
09387,2012-09-30,8,740,suncl,,З,4
09387,2012-10-01,5,741,dull,,ЮЗ,4
09387,2012-10-02,8,738,dull,,З,1
09387,2012-10-03,5,740,dull,,СЗ,3
09387,2012-10-04,2,746,sunc,,В,2
09387,2012-10-05,1,746,dull,,В,4
09387,2012-10-06,-4,741,suncl,snow,В,3
09387,2012-10-07,1,740,suncl,snow,Ю,2
09387,2012-10-08,3,740,dull,rain,ЮЗ,3
09387,2012-10-09,1,737,dull,,З,2
09387,2012-10-10,3,726,dull,rain,ЮВ,1
09387,2012-10-11,1,739,suncl,snow,Ю,1
09387,2012-10-12,3,750,sun,,СВ,2
09387,2012-10-13,-1,754,sun,,СВ,2
09387,2012-10-14,-5,752,suncl,,Ю,1
09387,2012-10-15,-2,745,dull,snow,ЮЗ,3
09387,2012-10-16,-2,739,dull,snow,В,1
09387,2012-10-17,-4,740,suncl,snow,ЮЗ,1
09387,2012-10-18,-6,744,suncl,,С,2
09387,2012-10-19,-11,750,sun,,СВ,2
09387,2012-10-20,-11,748,dull,snow,СВ,2
09387,2012-10-21,-9,737,sunc,,В,4
09387,2012-10-22,-6,727,dull,,В,2
09387,2012-10-23,-6,727,dull,snow,СВ,1
09387,2012-10-24,-8,730,sunc,,СВ,2
09387,2012-10-25,-12,739,suncl,snow,Ш,0
09387,2012-10-26,-10,746,suncl,,Ю,1
09387,2012-10-27,-21,750,sunc,snow,Ш,0
09387,2012-10-28,-18,754,dull,,Ш,0
09387,2012-10-29,-7,738,dull,snow,З,2
09387,2012-10-30,-3,735,dull,snow,ЮЗ,2
09387,2012-10-31,0,720,dull,snow,З,5
09387,2012-11-01,-9,733,suncl,snow,З,3
09387,2012-11-02,-16,748,sunc,,З,3
09387,2012-11-03,-9,744,suncl,snow,Ю,2
09387,2012-11-04,-6,735,suncl,snow,Ю,1
09387,2012-11-05,-13,737,suncl,snow,СВ,2
09387,2012-11-06,-14,742,sunc,snow,СВ,1
09387,2012-11-07,-17,746,suncl,,СВ,2
09387,2012-11-08,-15,747,sunc,snow,СВ,3
09387,2012-11-09,-15,753,sun,,ЮЗ,1
09387,2012-11-10,-24,754,sun,,Ш,0
09387,2012-11-11,-20,749,sun,,Ш,0
09387,2012-11-12,-24,747,sun,,Ш,0
09387,2012-11-13,-19,742,sunc,,В,2
09387,2012-11-14,-19,741,sun,,С,1
09387,2012-11-15,-16,742,suncl,snow,Ш,0
09387,2012-11-16,-14,739,sunc,snow,ЮВ,1
09387,2012-11-17,-11,729,dull,snow,Ш,0
09387,2012-11-18,-11,734,suncl,,З,1
09387,2012-11-19,-23,736,sun,,ЮЗ,2
09387,2012-11-20,-29,742,sunc,snow,Ш,0
09387,2012-11-21,-24,740,dull,snow,Ш,0
09387,2012-11-22,-11,734,suncl,snow,ЮЗ,2
09387,2012-11-23,-19,731,sunc,snow,В,1
09387,2012-11-24,-19,733,sunc,snow,Ш,0
09387,2012-11-25,-24,737,sunc,,СВ,1
09387,2012-11-26,-25,731,sun,,СВ,2
09387,2012-11-27,-27,742,sun,,Ш,0
09387,2012-11-28,-30,742,sun,,ЮЗ,2
09387,2012-11-29,-27,738,sun,,ЮЗ,2
09387,2012-11-30,-27,737,sunc,,ЮЗ,1
09387,2012-12-01,-35,735,sun,,ЮЗ,1
09387,2012-12-02,-34,740,sun,,ЮЗ,1
09387,2012-12-03,-35,737,sunc,snow,Ш,0
09387,2012-12-04,-41,745,sun,,З,1
09387,2012-12-05,-44,752,sun,,СВ,1
09387,2012-12-06,-46,760,sun,,Ш,0
09387,2012-12-07,-44,759,sun,,Ш,0
09387,2012-12-08,-39,754,sun,,СВ,2
09387,2012-12-09,-30,752,sun,,СВ,1
09387,2012-12-10,-33,751,sun,,СВ,2
09387,2012-12-11,-33,747,sun,,Ш,0
09387,2012-12-12,-37,748,sun,,Ш,0
09387,2012-12-13,-40,751,sun,,Ш,0
09387,2012-12-14,-40,755,sun,,ЮЗ,1
09387,2012-12-15,-29,753,sun,,ЮЗ,2
09387,2012-12-16,-32,755,sun,,ЮЗ,1
09387,2012-12-17,-26,754,sunc,,ЮЗ,3
09387,2012-12-18,-23,745,sunc,,ЮЗ,3
09387,2012-12-19,-23,741,dull,snow,ЮЗ,3
09387,2012-12-20,-29,751,sun,,СЗ,1
09387,2012-12-21,-30,755,sunc,snow,ЮЗ,3
09387,2012-12-22,-27,747,dull,snow,З,3
09387,2012-12-23,-42,744,sun,,Ю,1
09387,2012-12-24,-32,744,sun,,Ю,1
09387,2012-12-25,-34,743,dull,,СВ,2
09387,2012-12-26,-38,744,sun,,Ш,0
09387,2012-12-27,-43,755,sun,,Ш,0
09387,2012-12-28,-43,757,sun,,Ш,0
09387,2012-12-29,-36,750,sunc,snow,Ш,0
09387,2012-12-30,-43,752,sun,,Ш,0
09387,2012-12-31,-41,755,sun,,Ш,0
09387,2013-01-01,-40,760,sun,,ЮЗ,1
09387,2013-01-02,-37,756,sun,,ЮЗ,1
09387,2013-01-03,-24,740,suncl,snow,З,2
09387,2013-01-04,-38,749,sun,,Ш,0
09387,2013-01-05,-33,749,sunc,,Ш,0
09387,2013-01-06,-38,751,sunc,snow,Ш,0
09387,2013-01-07,-31,749,suncl,snow,З,1
09387,2013-01-08,-35,749,sun,,Ш,0
09387,2013-01-09,-35,746,sunc,,СВ,1
09387,2013-01-10,-37,747,sunc,snow,ЮЗ,1
09387,2013-01-11,-33,745,sun,,Ш,0
09387,2013-01-12,-31,738,sun,,СВ,1
09387,2013-01-13,-38,745,sun,,З,1
09387,2013-01-14,-24,740,sunc,snow,Ш,0
09387,2013-01-15,-22,740,sunc,,СВ,1
09387,2013-01-16,-11,734,sunc,,Ю,2
09387,2013-01-17,-10,738,sunc,,ЮЗ,2
09387,2013-01-18,-25,742,sunc,snow,СВ,1
09387,2013-01-19,-28,744,sunc,snow,Ш,0
09387,2013-01-20,-24,743,sunc,,ЮЗ,2
09387,2013-01-21,-39,748,sun,,Ш,0
09387,2013-01-22,-44,752,sun,,Ш,0
09387,2013-01-23,-38,753,sun,,СВ,1
09387,2013-01-24,-19,736,suncl,snow,Ю,3
09387,2013-01-25,-16,737,sun,,З,1
09387,2013-01-26,-15,734,sun,,Ш,0
09387,2013-01-27,-11,724,sunc,snow,Ш,0
09387,2013-01-28,-20,734,sunc,snow,З,2
09387,2013-01-29,-22,740,sunc,,З,3
09387,2013-01-30,-26,744,sunc,snow,ЮЗ,3
09387,2013-01-31,-30,746,sunc,snow,Ш,0
09387,2013-02-01,-32,746,sun,,Ш,0
09387,2013-02-02,-36,744,sun,,Ш,0
09387,2013-02-03,-30,743,sun,,СВ,3
09387,2013-02-04,-36,754,sun,,Ш,0
09387,2013-02-05,-41,764,sun,,СЗ,1
09387,2013-02-06,-33,763,sun,,Ш,0
09387,2013-02-07,-22,757,sunc,snow,ЮЗ,2
09387,2013-02-08,-23,753,sunc,,Ш,0
09387,2013-02-09,-19,750,sunc,,Ю,1
09387,2013-02-10,-15,743,sunc,,ЮЗ,2
09387,2013-02-11,-17,735,sunc,snow,Ш,0
09387,2013-02-12,-24,742,sunc,snow,ЮЗ,1
09387,2013-02-13,-21,740,sun,,ЮЗ,3
09387,2013-02-14,-13,733,sunc,,ЮЗ,3
09387,2013-02-15,-14,730,sunc,snow,ЮЗ,1
09387,2013-02-16,-22,739,sunc,snow,СЗ,1
09387,2013-02-17,-28,746,sun,,З,1
09387,2013-02-18,-23,743,sun,,ЮЗ,2
09387,2013-02-19,-18,738,sun,,З,2
09387,2013-02-20,-15,735,suncl,,СЗ,1
09387,2013-02-21,-17,738,dull,snow,ЮЗ,5
09387,2013-02-22,-15,742,sun,,З,1
09387,2013-02-23,-10,737,sun,,Ш,0
09387,2013-02-24,-8,737,suncl,snow,ЮЗ,3
09387,2013-02-25,-6,732,sunc,,З,4
09387,2013-02-26,-17,743,sun,,ЮЗ,3
09387,2013-02-27,-14,739,sun,,ЮВ,2
09387,2013-02-28,-15,738,dull,snow,Ю,2
09387,2013-03-01,-5,735,sunc,,Ю,2
09387,2013-03-02,-12,737,sun,,ЮЗ,2
09387,2013-03-03,-14,739,sun,,Ю,3
09387,2013-03-04,-6,727,suncl,snow,З,3
09387,2013-03-05,-2,718,suncl,snow,ЮЗ,5
09387,2013-03-06,-20,741,sun,,З,3
09387,2013-03-07,-22,742,sun,,СЗ,2
09387,2013-03-08,-21,740,sun,,СВ,3
09387,2013-03-09,-16,738,sunc,,ЮВ,2
09387,2013-03-10,-5,722,suncl,snow,ЮЗ,4
09387,2013-03-11,-12,740,suncl,snow,З,3
09387,2013-03-12,-14,748,sun,,З,1
09387,2013-03-13,-11,730,suncl,snow,З,3
09387,2013-03-14,-13,741,suncl,,СЗ,2
09387,2013-03-15,-12,735,dull,,В,4
09387,2013-03-16,-14,740,sunc,snow,СЗ,5
09387,2013-03-17,-14,746,sunc,,СЗ,1
09387,2013-03-18,-16,744,sun,,СЗ,2
09387,2013-03-19,-12,743,sun,,З,1
09387,2013-03-20,-13,730,suncl,snow,СВ,3
09387,2013-03-21,-11,747,sun,,З,1
09387,2013-03-22,-9,750,sun,,С,1
09387,2013-03-23,-9,749,sun,,СЗ,1
09387,2013-03-24,-3,738,sunc,,ЮВ,3
09387,2013-03-25,-5,731,suncl,,ЮЗ,4
09387,2013-03-26,-4,742,sunc,,З,1
09387,2013-03-27,-3,749,sun,,С,2
09387,2013-03-28,-2,747,sun,,С,2
09387,2013-03-29,0,745,sun,,В,2
09387,2013-03-30,1,747,sun,,СВ,1
09387,2013-03-31,3,741,sun,,СЗ,1
09387,2013-04-01,-3,724,suncl,snow,В,4
09387,2013-04-02,-6,739,sunc,,С,2
09387,2013-04-03,-2,740,suncl,snow,СЗ,1
09387,2013-04-04,-5,741,suncl,,З,3
09387,2013-04-05,0,731,suncl,,Ю,4
09387,2013-04-06,-1,728,suncl,snow,С,2
09387,2013-04-07,2,740,suncl,,З,2
09387,2013-04-08,2,744,suncl,,ЮЗ,3
09387,2013-04-09,1,741,suncl,,ЮЗ,2
09387,2013-04-10,10,738,suncl,,ЮВ,3
09387,2013-04-11,1,727,dull,snow,СЗ,7
09387,2013-04-12,-5,744,sunc,,СЗ,4
09387,2013-04-13,-4,740,sunc,,С,4
09387,2013-04-14,-4,742,suncl,,СЗ,3
09387,2013-04-15,0,742,suncl,,СВ,2
09387,2013-04-16,0,746,suncl,,С,3
09387,2013-04-17,5,745,sun,,З,1
09387,2013-04-18,7,744,sun,,ЮВ,3
09387,2013-04-19,9,741,sun,,ЮВ,3
09387,2013-04-20,9,737,sunc,,Ю,2
09387,2013-04-21,8,731,suncl,,С,2
09387,2013-04-22,9,736,sunc,,СЗ,2
09387,2013-04-23,11,739,sunc,,З,1
09387,2013-04-24,9,737,suncl,,З,1
09387,2013-04-25,6,730,suncl,rain,ЮВ,1
09387,2013-04-26,6,726,suncl,,З,3
09387,2013-04-27,5,730,suncl,,З,2
09387,2013-04-28,5,740,suncl,,СЗ,2
09387,2013-04-29,9,742,sun,,Ю,3
09387,2013-04-30,6,734,dull,,Ю,1
09387,2013-05-01,17,731,suncl,,ЮЗ,5
09387,2013-05-02,11,738,suncl,,З,2
09387,2013-05-03,11,732,suncl,,Ю,3
09387,2013-05-04,7,734,dull,rain,ЮЗ,4
09387,2013-05-05,11,734,sunc,,З,2
09387,2013-05-06,15,735,sunc,,З,4
09387,2013-05-07,11,739,suncl,,СЗ,2
09387,2013-05-08,6,732,dull,rain,ЮЗ,8
09387,2013-05-09,5,734,suncl,,СЗ,3
09387,2013-05-10,14,734,sun,,Ю,2
09387,2013-05-11,14,731,sunc,,Ю,2
09387,2013-05-12,20,730,sun,,ЮВ,2
09387,2013-05-13,12,733,sunc,,З,2
09387,2013-05-14,14,733,sun,,З,3
09387,2013-05-15,5,735,dull,,ЮЗ,2
09387,2013-05-16,14,726,sun,,ЮЗ,3
09387,2013-05-17,6,730,suncl,,ЮЗ,4
09387,2013-05-18,4,734,dull,,ЮЗ,2
09387,2013-05-19,11,730,sun,,В,2
09387,2013-05-20,9,729,dull,,В,4
09387,2013-05-21,11,730,suncl,,В,3
09387,2013-05-22,13,733,sunc,,В,2
09387,2013-05-23,15,733,suncl,,ЮВ,1
09387,2013-05-24,16,727,suncl,,ЮЗ,4
09387,2013-05-25,5,733,dull,,З,4
09387,2013-05-26,11,738,suncl,,СЗ,1
09387,2013-05-27,10,737,sunc,,З,2
09387,2013-05-28,6,730,suncl,,Ю,4
09387,2013-05-29,10,728,suncl,,ЮЗ,5
09387,2013-05-30,7,732,dull,,З,3
09387,2013-05-31,11,731,suncl,,С,1
09387,2013-06-01,12,732,sunc,,Ю,2
09387,2013-06-02,16,729,suncl,,ЮЗ,2
09387,2013-06-03,10,728,dull,storm,В,1
09387,2013-06-04,16,731,suncl,,С,2
09387,2013-06-05,9,734,dull,rain,ЮЗ,1
09387,2013-06-06,17,733,suncl,,З,2
09387,2013-06-07,18,733,suncl,,СЗ,3
09387,2013-06-08,17,735,suncl,storm,Ю,1
09387,2013-06-09,25,736,sunc,,З,2
09387,2013-06-10,25,730,sun,,ЮЗ,4
09387,2013-06-11,29,724,sunc,,Ю,3
09387,2013-06-12,28,726,sun,,С,3
09387,2013-06-13,29,729,suncl,,В,3
09387,2013-06-14,30,731,sun,,В,3
09387,2013-06-15,29,732,sunc,,СЗ,1
09387,2013-06-16,30,732,sunc,,В,3
09387,2013-06-17,28,735,suncl,,СЗ,2
09387,2013-06-18,29,736,sun,,З,1
09387,2013-06-19,30,739,sunc,,В,3
09387,2013-06-20,31,741,sunc,,Ю,1
09387,2013-06-21,32,737,sun,,В,2
09387,2013-06-22,31,729,sunc,,З,2
09387,2013-06-23,14,729,suncl,,СЗ,3
09387,2013-06-24,8,733,suncl,,З,2
09387,2013-06-25,14,736,sunc,,З,1
09387,2013-06-26,19,737,suncl,,ЮВ,2
09387,2013-06-27,19,733,suncl,,С,2
09387,2013-06-28,17,726,suncl,,В,1
09387,2013-06-29,18,723,suncl,,Ю,2
09387,2013-06-30,17,727,suncl,,З,3
09387,2013-07-01,18,729,suncl,,ЮЗ,2
09387,2013-07-02,16,732,suncl,,ЮЗ,1
09387,2013-07-03,19,733,suncl,,З,1
09387,2013-07-04,18,732,suncl,,СЗ,2
09387,2013-07-05,22,729,suncl,,СЗ,2
09387,2013-07-06,21,726,suncl,storm,СЗ,2
09387,2013-07-07,16,732,suncl,,С,2
09387,2013-07-08,23,729,sun,,Ю,2
09387,2013-07-09,25,726,sunc,storm,ЮЗ,5
09387,2013-07-10,19,732,suncl,,З,1
09387,2013-07-11,21,733,suncl,,В,2
09387,2013-07-12,18,732,suncl,,ЮЗ,3
09387,2013-07-13,17,733,sunc,,ЮЗ,1
09387,2013-07-14,18,732,suncl,storm,С,2
09387,2013-07-15,21,735,suncl,,С,2
09387,2013-07-16,28,733,suncl,,СВ,2
09387,2013-07-17,26,733,sun,,СВ,3
09387,2013-07-18,26,732,suncl,,СВ,3
09387,2013-07-19,25,734,suncl,,СВ,2
09387,2013-07-20,24,734,sunc,,В,5
09387,2013-07-21,25,734,sunc,,В,3
09387,2013-07-22,25,737,sun,,СВ,5
09387,2013-07-23,23,737,sun,,СВ,5
09387,2013-07-24,23,736,sun,,В,5
09387,2013-07-25,23,734,sun,,СВ,3
09387,2013-07-26,23,732,suncl,,В,1
09387,2013-07-27,25,732,sunc,,В,2
09387,2013-07-28,22,731,sunc,,СВ,2
09387,2013-07-29,23,730,suncl,,В,2
09387,2013-07-30,28,730,sunc,,ЮВ,4
09387,2013-07-31,22,732,dull,,С,1
09387,2013-08-01,19,734,dull,,СВ,3
09387,2013-08-02,25,733,suncl,,СВ,2
09387,2013-08-03,26,732,sunc,,СВ,4
09387,2013-08-04,26,733,sunc,,В,4
09387,2013-08-05,21,734,sun,,В,1
09387,2013-08-06,21,732,dull,,В,1
09387,2013-08-07,19,732,suncl,,С,1
09387,2013-08-08,21,732,suncl,,СЗ,1
09387,2013-08-09,20,731,sunc,,ЮЗ,2
09387,2013-08-10,21,731,sun,,З,1
09387,2013-08-11,25,731,sunc,,З,1
09387,2013-08-12,26,731,sunc,,ЮЗ,1
09387,2013-08-13,24,734,sun,,В,3
09387,2013-08-14,26,736,sun,,ЮВ,2
09387,2013-08-15,24,736,suncl,,ЮВ,2
09387,2013-08-16,25,735,sun,,ЮВ,2
09387,2013-08-17,21,738,sun,,С,2
09387,2013-08-18,24,741,sun,,З,2
09387,2013-08-19,26,737,sun,,З,2
09387,2013-08-20,23,733,suncl,,ЮЗ,1
09387,2013-08-21,18,732,suncl,storm,З,1
09387,2013-08-22,13,733,dull,,ЮЗ,1
09387,2013-08-23,11,736,suncl,,ЮЗ,2
09387,2013-08-24,16,736,suncl,,З,2
09387,2013-08-25,15,735,suncl,,Ю,1
09387,2013-08-26,19,735,sunc,,ЮЗ,3
09387,2013-08-27,23,733,sunc,,СЗ,2
09387,2013-08-28,14,735,suncl,rain,Ш,0
09387,2013-08-29,19,733,sunc,,Ю,2
09387,2013-08-30,21,732,sun,,СВ,1
09387,2013-08-31,17,734,sunc,,СВ,3
09387,2013-09-01,15,737,suncl,rain,З,1
09387,2013-09-02,18,738,suncl,,З,4
09387,2013-09-03,14,741,suncl,,З,2
09387,2013-09-04,14,734,dull,,ЮЗ,2
09387,2013-09-05,18,731,sunc,,З,2
09387,2013-09-06,10,734,sunc,,СЗ,2
09387,2013-09-07,8,739,suncl,,З,2
09387,2013-09-08,6,736,dull,rain,ЮЗ,3
09387,2013-09-09,7,737,dull,,С,2
09387,2013-09-10,11,735,suncl,,ЮЗ,3
09387,2013-09-11,12,727,sunc,,ЮЗ,3
09387,2013-09-12,11,723,suncl,,ЮЗ,3
09387,2013-09-13,2,730,dull,,ЮЗ,3
09387,2013-09-14,3,735,dull,,В,3
09387,2013-09-15,8,740,sun,,ЮВ,1
09387,2013-09-16,12,740,sun,,ЮВ,3
09387,2013-09-17,9,742,suncl,,ЮЗ,1
09387,2013-09-18,11,742,suncl,,З,1
09387,2013-09-19,11,740,sunc,,З,1
09387,2013-09-20,4,737,dull,rain,ЮЗ,2
09387,2013-09-21,3,737,dull,rain,З,1
09387,2013-09-22,4,738,suncl,rain,ЮЗ,2
09387,2013-09-23,7,740,dull,,З,2
09387,2013-09-24,3,735,dull,rain,ЮЗ,3
09387,2013-09-25,8,727,dull,,ЮЗ,3
09387,2013-09-26,-1,731,dull,,С,5
09387,2013-09-27,-2,741,dull,snow,С,2
09387,2013-09-28,-3,742,dull,,В,1
09387,2013-09-29,-2,741,dull,snow,СВ,3
09387,2013-09-30,0,748,dull,,З,1
09387,2013-10-01,-1,750,dull,,Ш,0
09387,2013-10-02,1,741,suncl,,ЮВ,4
09387,2013-10-03,2,735,suncl,,Ш,0
09387,2013-10-04,1,734,suncl,snow,ЮВ,1
09387,2013-10-05,2,732,sunc,,СЗ,2
09387,2013-10-06,1,737,dull,snow,ЮЗ,5
09387,2013-10-07,5,727,sun,,ЮЗ,2
09387,2013-10-08,1,732,sunc,,СЗ,2
09387,2013-10-09,3,732,suncl,,ЮЗ,4
09387,2013-10-10,5,730,suncl,,ЮЗ,4
09387,2013-10-11,-1,735,dull,snow,З,2
09387,2013-10-12,-6,744,suncl,,З,2
09387,2013-10-13,-6,747,dull,,ЮЗ,5
09387,2013-10-14,-1,735,suncl,,ЮЗ,4
09387,2013-10-15,5,737,sun,,ЮЗ,3
09387,2013-10-16,8,730,suncl,,ЮЗ,2
09387,2013-10-17,2,742,suncl,,З,2
09387,2013-10-18,3,738,dull,,ЮЗ,6
09387,2013-10-19,3,735,dull,,Ю,1
09387,2013-10-20,-9,745,suncl,snow,СЗ,3
09387,2013-10-21,-7,757,sun,,Ю,1
09387,2013-10-22,-4,748,sun,,Ю,3
09387,2013-10-23,-3,738,suncl,snow,ЮЗ,2
09387,2013-10-24,-2,744,sunc,,ЮЗ,2
09387,2013-10-25,-6,748,sunc,,З,1
09387,2013-10-26,-7,747,sun,,ЮЗ,2
09387,2013-10-27,-5,736,suncl,,Ю,2
09387,2013-10-28,0,731,dull,snow,Ю,2
09387,2013-10-29,-4,740,sun,,СЗ,2
09387,2013-10-30,-3,740,suncl,,ЮЗ,3
09387,2013-10-31,4,727,dull,,ЮЗ,6
09387,2013-11-01,4,726,dull,,ЮЗ,3
09387,2013-11-02,-1,731,dull,snow,СВ,1
09387,2013-11-03,-9,732,dull,snow,СЗ,2
09387,2013-11-04,-14,745,sunc,,С,1
09387,2013-11-05,-20,748,sun,,СВ,3
09387,2013-11-06,-19,744,sun,,СВ,4
09387,2013-11-07,-20,748,sun,,СВ,2
09387,2013-11-08,-19,754,sunc,,ЮЗ,2
09387,2013-11-09,-8,738,dull,snow,З,2
09387,2013-11-10,-3,742,dull,,З,2
09387,2013-11-11,-5,741,sun,,ЮЗ,3
09387,2013-11-12,-5,738,suncl,snow,З,2
09387,2013-11-13,-3,727,dull,snow,ЮЗ,3
09387,2013-11-14,-7,728,suncl,snow,С,2
09387,2013-11-15,-17,739,suncl,,Ш,0
09387,2013-11-16,-20,746,suncl,snow,С,1
09387,2013-11-17,-8,740,sunc,snow,Ю,1
09387,2013-11-18,0,736,dull,,ЮЗ,3
09387,2013-11-19,-1,736,suncl,,З,2
09387,2013-11-20,-1,733,suncl,snow,ЮЗ,2
09387,2013-11-21,-8,740,sun,,З,1
09387,2013-11-22,-5,729,suncl,,З,3
09387,2013-11-23,-9,735,sunc,,З,2
09387,2013-11-24,-14,736,sunc,,СЗ,3
09387,2013-11-25,-28,748,sun,,Ш,0
09387,2013-11-26,-24,748,sunc,,З,1
09387,2013-11-27,-6,738,sunc,,ЮЗ,2
09387,2013-11-28,-2,724,dull,,З,4
09387,2013-11-29,-15,739,sunc,,Ю,1
09387,2013-11-30,1,726,dull,snow,ЮЗ,3
09387,2013-12-01,0,727,dull,snow,З,3
09387,2013-12-02,-4,729,suncl,snow,ЮВ,3
09387,2013-12-03,-9,740,suncl,snow,З,2
09387,2013-12-04,-13,739,suncl,snow,С,1
09387,2013-12-05,-4,734,suncl,,Ю,1
09387,2013-12-06,-7,736,dull,snow,ЮВ,2
09387,2013-12-07,-10,741,sun,,ЮЗ,2
09387,2013-12-08,-15,743,sun,,З,1
09387,2013-12-09,-30,746,sun,,ЮЗ,2
09387,2013-12-10,-27,747,sun,,ЮЗ,1
09387,2013-12-11,-38,752,sun,,Ш,0
09387,2013-12-12,-26,746,sun,,СВ,1
09387,2013-12-13,-15,741,dull,snow,Ю,2
09387,2013-12-14,-19,747,sun,,С,1
09387,2013-12-15,-11,749,suncl,,Ю,1
09387,2013-12-16,-19,747,sun,,В,1
09387,2013-12-17,-14,748,suncl,,Ш,0
09387,2013-12-18,-9,750,dull,snow,Ш,0
09387,2013-12-19,-11,750,sunc,snow,В,1
09387,2013-12-20,-19,749,suncl,snow,Ш,0
09387,2013-12-21,-21,743,sun,,СВ,1
09387,2013-12-22,-16,741,sunc,snow,Ш,0
09387,2013-12-23,-14,746,dull,snow,ЮЗ,3
09387,2013-12-24,-15,750,dull,snow,ЮЗ,3
09387,2013-12-25,-19,751,suncl,,ЮЗ,3
09387,2013-12-26,-21,748,sunc,,ЮЗ,2
09387,2013-12-27,-13,733,sunc,snow,ЮЗ,3
09387,2013-12-28,-12,722,suncl,snow,Ш,0
09387,2013-12-29,-30,729,suncl,,З,1
09387,2013-12-30,-38,731,sun,,Ш,0
09387,2013-12-31,-42,739,sun,,СВ,1
09387,2014-01-01,-31,731,suncl,snow,СВ,2
09387,2014-01-02,-37,740,sun,,СВ,1
09387,2014-01-03,-27,737,suncl,snow,СВ,1
09387,2014-01-04,-21,734,sun,,СЗ,1
09387,2014-01-05,-35,740,sun,,З,2
09387,2014-01-06,-32,746,sunc,snow,ЮЗ,3
09387,2014-01-07,-27,747,sun,,З,1
09387,2014-01-08,-32,742,sunc,snow,Ш,0
09387,2014-01-09,-45,748,sun,,СВ,1
09387,2014-01-10,-46,751,sun,,Ш,0
09387,2014-01-11,-32,748,sunc,snow,СВ,1
09387,2014-01-12,-27,746,sun,,Ш,0
09387,2014-01-13,-19,741,sun,,Ш,0
09387,2014-01-14,-34,750,sun,,Ш,0
09387,2014-01-15,-18,741,suncl,snow,Ш,0
09387,2014-01-16,-22,744,sunc,snow,ЮЗ,1
09387,2014-01-17,-22,744,dull,snow,Ш,0
09387,2014-01-18,-16,743,suncl,snow,Ш,0
09387,2014-01-19,-21,747,sun,,Ш,0
09387,2014-01-20,-14,738,dull,snow,Ш,0
09387,2014-01-21,-8,725,dull,snow,Ю,2
09387,2014-01-22,-13,727,suncl,,З,2
09387,2014-01-23,-20,736,suncl,snow,З,2
09387,2014-01-24,-27,743,sun,,З,2
09387,2014-01-25,-31,734,suncl,snow,СВ,2
09387,2014-01-26,-31,739,sun,,З,1
09387,2014-01-27,-36,745,sun,,ЮЗ,1
09387,2014-01-28,-37,739,sun,,Ш,0
09387,2014-01-29,-43,744,sun,,Ш,0
09387,2014-01-30,-43,741,sunc,snow,Ш,0
09387,2014-01-31,-42,738,sun,,Ш,0
09387,2014-02-01,-37,742,sunc,snow,З,3
09387,2014-02-02,-32,739,sunc,snow,З,2
09387,2014-02-03,-21,737,dull,snow,З,2
09387,2014-02-04,-20,741,sunc,,З,1
09387,2014-02-05,-23,743,sunc,snow,З,2
09387,2014-02-06,-24,748,sunc,snow,З,1
09387,2014-02-07,-28,751,suncl,,Ш,0
09387,2014-02-08,-26,754,sun,,Ш,0
09387,2014-02-09,-28,756,sun,,Ш,0
09387,2014-02-10,-30,758,sunc,snow,СВ,1
09387,2014-02-11,-30,756,sun,,ЮЗ,1
09387,2014-02-12,-29,750,suncl,snow,Ш,0
09387,2014-02-13,-33,744,sun,,Ш,0
09387,2014-02-14,-33,744,sun,,СВ,2
09387,2014-02-15,-37,746,sun,,Ш,0
09387,2014-02-16,-29,744,sunc,snow,Ю,2
09387,2014-02-17,-23,745,sun,,ЮЗ,1
09387,2014-02-18,-13,729,dull,snow,Ю,3
09387,2014-02-19,-25,729,suncl,snow,З,2
09387,2014-02-20,-28,740,sun,,З,2
09387,2014-02-21,-16,735,sunc,,СЗ,1
09387,2014-02-22,-4,739,suncl,,ЮЗ,2
09387,2014-02-23,-1,737,sun,,Ю,2
09387,2014-02-24,-14,741,sunc,,З,3
09387,2014-02-25,-20,748,suncl,,З,3
09387,2014-02-26,-22,748,sun,,Ш,0
09387,2014-02-27,-24,749,sunc,snow,Ш,0
09387,2014-02-28,-24,749,sun,,СЗ,1
09387,2014-03-01,-22,752,sun,,СВ,1
09387,2014-03-02,-22,752,sun,,Ш,0
09387,2014-03-03,-16,752,sun,,ЮЗ,1
09387,2014-03-04,-13,751,sun,,ЮЗ,1
